sample_id,label,data_source,confidence,sample_weight,image_path,domain,date
NEWS_1045,valid,original_valid,1.0,1.0,data/raw/news/images\1045.jpg,ikn.kompas.com,2025-10-17 00:00:00
NEWS_1046,valid,original_valid,1.0,1.0,data/raw/news/images\1046.jpg,www.cnnindonesia.com,2024-10-22 10:24:36
NEWS_1047,valid,original_valid,1.0,1.0,data/raw/news/images\1047.jpg,www.kompas.com,2025-07-26 00:00:00
NEWS_1048,valid,original_valid,1.0,1.0,data/raw/news/images\1048.jpg,money.kompas.com,2025-03-07 00:00:00
NEWS_1049,valid,original_valid,1.0,1.0,data/raw/news/images\1049.jpg,news.detik.com,2025-08-29 15:46:33
NEWS_1050,valid,original_valid,1.0,1.0,data/raw/news/images\1050.jpg,news.detik.com,2024-11-10 16:10:13
NEWS_1051,valid,original_valid,1.0,1.0,data/raw/news/images\1051.jpg,megapolitan.kompas.com,2025-03-01 00:00:00
NEWS_1052,valid,original_valid,1.0,1.0,data/raw/news/images\1052.jpg,biz.kompas.com,2025-08-15 00:00:00
NEWS_1053,valid,original_valid,1.0,1.0,data/raw/news/images\1053.jpg,nasional.kompas.com,2025-08-20 00:00:00
NEWS_1054,valid,original_valid,1.0,1.0,data/raw/news/images\1054.jpg,www.cnnindonesia.com,2025-01-15 07:22:51
NEWS_1055,valid,original_valid,1.0,1.0,data/raw/news/images\1055.jpg,www.kompas.com,2025-01-02 00:00:00
NEWS_1056,valid,original_valid,1.0,1.0,data/raw/news/images\1056.jpg,bandung.kompas.com,2024-11-11 00:00:00
NEWS_1057,valid,original_valid,1.0,1.0,data/raw/news/images\1057.jpg,money.kompas.com,2025-02-13 00:00:00
NEWS_1058,valid,original_valid,1.0,1.0,data/raw/news/images\1058.jpg,www.cnnindonesia.com,2024-10-23 15:04:03
NEWS_1059,valid,original_valid,1.0,1.0,data/raw/news/images\1059.jpg,www.kompas.com,2025-06-12 00:00:00
NEWS_1060,valid,original_valid,1.0,1.0,data/raw/news/images\1060.jpg,nasional.kompas.com,2025-08-07 00:00:00
NEWS_1061,valid,original_valid,1.0,1.0,data/raw/news/images\1061.jpg,otomotif.kompas.com,2024-12-29 00:00:00
NEWS_1062,valid,original_valid,1.0,1.0,data/raw/news/images\1062.jpg,money.kompas.com,2025-04-01 00:00:00
NEWS_1063,valid,original_valid,1.0,1.0,data/raw/news/images\1063.jpg,nasional.kompas.com,2025-04-09 00:00:00
NEWS_1064,valid,original_valid,1.0,1.0,data/raw/news/images\1064.jpg,bandung.kompas.com,2025-05-06 00:00:00
NEWS_1065,valid,original_valid,1.0,1.0,data/raw/news/images\1065.jpg,www.kompas.com,2025-01-07 00:00:00
NEWS_1066,valid,original_valid,1.0,1.0,data/raw/news/images\1066.jpg,megapolitan.kompas.com,2025-07-02 00:00:00
NEWS_1067,valid,original_valid,1.0,1.0,data/raw/news/images\1067.jpg,nasional.kompas.com,2024-10-20 00:00:00
NEWS_1068,valid,original_valid,1.0,1.0,data/raw/news/images\1068.jpg,regional.kompas.com,2025-02-02 00:00:00
NEWS_1069,valid,original_valid,1.0,1.0,data/raw/news/images\1069.jpg,money.kompas.com,2024-11-15 00:00:00
NEWS_1070,valid,original_valid,1.0,1.0,data/raw/news/images\1070.jpg,nasional.kompas.com,2025-10-26 00:00:00
NEWS_1071,valid,original_valid,1.0,1.0,data/raw/news/images\1071.jpg,money.kompas.com,2025-03-08 00:00:00
NEWS_1072,valid,original_valid,1.0,1.0,data/raw/news/images\1072.jpg,news.detik.com,2025-07-21 14:51:20
NEWS_1073,valid,original_valid,1.0,1.0,data/raw/news/images\1073.jpg,nasional.kompas.com,2025-09-02 00:00:00
NEWS_1074,valid,original_valid,1.0,1.0,data/raw/news/images\1074.jpg,www.kompas.com,2025-07-31 00:00:00
NEWS_1075,valid,original_valid,1.0,1.0,data/raw/news/images\1075.jpg,nasional.kompas.com,2024-11-24 00:00:00
NEWS_1076,valid,original_valid,1.0,1.0,data/raw/news/images\1076.jpg,www.kompas.com,2025-08-13 00:00:00
NEWS_1077,valid,original_valid,1.0,1.0,data/raw/news/images\1077.jpg,money.kompas.com,2025-07-27 00:00:00
NEWS_1079,valid,original_valid,1.0,1.0,data/raw/news/images\1079.jpg,ikn.kompas.com,2025-01-01 00:00:00
NEWS_1080,valid,original_valid,1.0,1.0,data/raw/news/images\1080.jpg,otomotif.kompas.com,2024-12-01 00:00:00
NEWS_1081,valid,original_valid,1.0,1.0,data/raw/news/images\1081.jpg,nasional.kompas.com,2025-08-17 00:00:00
NEWS_1082,valid,original_valid,1.0,1.0,data/raw/news/images\1082.jpg,nasional.kompas.com,2024-10-20 00:00:00
NEWS_1083,valid,original_valid,1.0,1.0,data/raw/news/images\1083.jpg,news.detik.com,2024-12-23 14:35:20
NEWS_1084,valid,original_valid,1.0,1.0,data/raw/news/images\1084.jpg,medan.kompas.com,2024-12-20 00:00:00
NEWS_1085,valid,original_valid,1.0,1.0,data/raw/news/images\1085.jpg,www.kompas.com,2025-02-09 00:00:00
NEWS_1086,valid,original_valid,1.0,1.0,data/raw/news/images\1086.jpg,money.kompas.com,2025-08-02 00:00:00
NEWS_1087,valid,original_valid,1.0,1.0,data/raw/news/images\1087.jpg,www.kompas.com,2025-01-25 00:00:00
NEWS_1088,valid,original_valid,1.0,1.0,data/raw/news/images\1088.jpg,money.kompas.com,2025-08-24 00:00:00
NEWS_1089,valid,original_valid,1.0,1.0,data/raw/news/images\1089.jpg,regional.kompas.com,2025-08-24 00:00:00
NEWS_1090,valid,original_valid,1.0,1.0,data/raw/news/images\1090.jpg,nasional.kompas.com,2025-01-12 00:00:00
NEWS_1091,valid,original_valid,1.0,1.0,data/raw/news/images\1091.jpg,www.cnnindonesia.com,2025-01-03 12:33:13
NEWS_1092,valid,original_valid,1.0,1.0,data/raw/news/images\1092.jpg,megapolitan.kompas.com,2025-04-22 00:00:00
NEWS_1093,valid,original_valid,1.0,1.0,data/raw/news/images\1093.jpg,megapolitan.kompas.com,2025-04-04 00:00:00
NEWS_1094,valid,original_valid,1.0,1.0,data/raw/news/images\1094.jpg,lifestyle.kompas.com,2025-07-26 00:00:00
NEWS_1095,valid,original_valid,1.0,1.0,data/raw/news/images\1095.jpg,www.kompas.com,2025-05-27 00:00:00
NEWS_1096,valid,original_valid,1.0,1.0,data/raw/news/images\1096.jpg,www.kompas.com,2024-12-25 00:00:00
NEWS_1097,valid,original_valid,1.0,1.0,data/raw/news/images\1097.jpg,www.cnnindonesia.com,2024-10-20 14:35:49
NEWS_1098,valid,original_valid,1.0,1.0,data/raw/news/images\1098.jpg,nasional.kompas.com,2025-04-20 00:00:00
NEWS_1099,valid,original_valid,1.0,1.0,data/raw/news/images\1099.jpg,regional.kompas.com,2025-06-11 00:00:00
NEWS_1100,valid,original_valid,1.0,1.0,data/raw/news/images\1100.jpg,nasional.kompas.com,2025-01-07 00:00:00
NEWS_1101,valid,original_valid,1.0,1.0,data/raw/news/images\1101.jpg,money.kompas.com,2025-07-06 00:00:00
NEWS_1102,valid,original_valid,1.0,1.0,data/raw/news/images\1102.jpg,www.kompas.com,2025-05-03 00:00:00
NEWS_1103,valid,original_valid,1.0,1.0,data/raw/news/images\1103.jpg,www.kompas.com,2024-11-25 00:00:00
NEWS_1104,valid,original_valid,1.0,1.0,data/raw/news/images\1104.jpg,regional.kompas.com,2025-05-07 00:00:00
NEWS_1105,valid,original_valid,1.0,1.0,data/raw/news/images\1105.jpg,nasional.kompas.com,2025-09-23 00:00:00
NEWS_1106,valid,original_valid,1.0,1.0,data/raw/news/images\1106.jpg,www.kompas.com,2025-11-06 00:00:00
NEWS_1107,valid,original_valid,1.0,1.0,data/raw/news/images\1107.jpg,money.kompas.com,2025-05-08 00:00:00
NEWS_1108,valid,original_valid,1.0,1.0,data/raw/news/images\1108.jpg,money.kompas.com,2025-04-05 00:00:00
NEWS_1109,valid,original_valid,1.0,1.0,data/raw/news/images\1109.jpg,news.detik.com,2025-04-18 16:33:38
NEWS_1110,valid,original_valid,1.0,1.0,data/raw/news/images\1110.jpg,money.kompas.com,2024-12-21 00:00:00
NEWS_1111,valid,original_valid,1.0,1.0,data/raw/news/images\1111.jpg,money.kompas.com,2025-06-28 00:00:00
NEWS_1112,valid,original_valid,1.0,1.0,data/raw/news/images\1112.jpg,nasional.kompas.com,2025-08-20 00:00:00
NEWS_1113,valid,original_valid,1.0,1.0,data/raw/news/images\1113.jpg,money.kompas.com,2024-11-17 00:00:00
NEWS_1114,valid,original_valid,1.0,1.0,data/raw/news/images\1114.jpg,money.kompas.com,2025-09-05 00:00:00
NEWS_1115,valid,original_valid,1.0,1.0,data/raw/news/images\1115.jpg,www.kompas.com,2025-02-08 00:00:00
NEWS_1116,valid,original_valid,1.0,1.0,data/raw/news/images\1116.jpg,money.kompas.com,2025-10-11 00:00:00
NEWS_1117,valid,original_valid,1.0,1.0,data/raw/news/images\1117.jpg,money.kompas.com,2025-02-10 00:00:00
NEWS_1118,valid,original_valid,1.0,1.0,data/raw/news/images\1118.jpg,money.kompas.com,2025-02-22 00:00:00
NEWS_1119,valid,original_valid,1.0,1.0,data/raw/news/images\1119.jpg,regional.kompas.com,2025-05-29 00:00:00
NEWS_1120,valid,original_valid,1.0,1.0,data/raw/news/images\1120.jpg,bandung.kompas.com,2025-04-01 00:00:00
NEWS_1121,valid,original_valid,1.0,1.0,data/raw/news/images\1121.jpg,nasional.kompas.com,2025-11-02 00:00:00
NEWS_1122,valid,original_valid,1.0,1.0,data/raw/news/images\1122.jpg,regional.kompas.com,2025-04-04 00:00:00
NEWS_1123,valid,original_valid,1.0,1.0,data/raw/news/images\1123.jpg,money.kompas.com,2024-12-02 00:00:00
NEWS_1124,valid,original_valid,1.0,1.0,data/raw/news/images\1124.jpg,money.kompas.com,2025-10-04 00:00:00
NEWS_1125,valid,original_valid,1.0,1.0,data/raw/news/images\1125.jpg,lestari.kompas.com,2025-09-01 00:00:00
NEWS_1127,valid,original_valid,1.0,1.0,data/raw/news/images\1127.jpg,regional.kompas.com,2024-12-24 00:00:00
NEWS_1128,valid,original_valid,1.0,1.0,data/raw/news/images\1128.jpg,money.kompas.com,2025-04-17 00:00:00
NEWS_1129,valid,original_valid,1.0,1.0,data/raw/news/images\1129.jpg,money.kompas.com,2024-11-14 00:00:00
NEWS_1130,valid,original_valid,1.0,1.0,data/raw/news/images\1130.jpg,nasional.kompas.com,2025-05-25 00:00:00
NEWS_1131,valid,original_valid,1.0,1.0,data/raw/news/images\1131.jpg,regional.kompas.com,2025-06-02 00:00:00
NEWS_1132,valid,original_valid,1.0,1.0,data/raw/news/images\1132.jpg,money.kompas.com,2024-11-07 00:00:00
NEWS_1133,valid,original_valid,1.0,1.0,data/raw/news/images\1133.jpg,www.cnnindonesia.com,2025-01-20 12:21:56
NEWS_1134,valid,original_valid,1.0,1.0,data/raw/news/images\1134.jpg,www.kompas.com,2025-05-09 00:00:00
NEWS_1135,valid,original_valid,1.0,1.0,data/raw/news/images\1135.jpg,regional.kompas.com,2025-09-01 00:00:00
NEWS_1136,valid,original_valid,1.0,1.0,data/raw/news/images\1136.jpg,money.kompas.com,2024-12-17 00:00:00
NEWS_1137,valid,original_valid,1.0,1.0,data/raw/news/images\1137.jpg,www.kompas.com,2025-07-01 00:00:00
NEWS_1138,valid,original_valid,1.0,1.0,data/raw/news/images\1138.jpg,money.kompas.com,2025-10-26 00:00:00
NEWS_1139,valid,original_valid,1.0,1.0,data/raw/news/images\1139.jpg,news.detik.com,2025-03-06 15:29:45
NEWS_1140,valid,original_valid,1.0,1.0,data/raw/news/images\1140.jpg,news.detik.com,2025-08-08 14:53:53
NEWS_1141,valid,original_valid,1.0,1.0,data/raw/news/images\1141.jpg,biz.kompas.com,2024-11-07 00:00:00
NEWS_1142,valid,original_valid,1.0,1.0,data/raw/news/images\1142.jpg,money.kompas.com,2025-02-12 00:00:00
NEWS_1143,valid,original_valid,1.0,1.0,data/raw/news/images\1143.jpg,bandung.kompas.com,2025-11-07 00:00:00
NEWS_1144,valid,original_valid,1.0,1.0,data/raw/news/images\1144.jpg,www.kompas.com,2025-10-28 00:00:00
NEWS_1145,valid,original_valid,1.0,1.0,data/raw/news/images\1145.jpg,money.kompas.com,2024-10-24 00:00:00
NEWS_1146,valid,original_valid,1.0,1.0,data/raw/news/images\1146.jpg,bola.kompas.com,2025-01-04 00:00:00
NEWS_1147,valid,original_valid,1.0,1.0,data/raw/news/images\1147.jpg,news.detik.com,2024-12-06 15:55:52
NEWS_1148,valid,original_valid,1.0,1.0,data/raw/news/images\1148.jpg,money.kompas.com,2025-05-28 00:00:00
NEWS_1149,valid,original_valid,1.0,1.0,data/raw/news/images\1149.jpg,news.detik.com,2025-05-05 15:04:52
NEWS_1150,valid,original_valid,1.0,1.0,data/raw/news/images\1150.jpg,news.detik.com,2025-05-31 15:07:26
NEWS_1151,valid,original_valid,1.0,1.0,data/raw/news/images\1151.jpg,www.kompas.com,2024-12-16 00:00:00
NEWS_1152,valid,original_valid,1.0,1.0,data/raw/news/images\1152.jpg,surabaya.kompas.com,2025-09-10 00:00:00
NEWS_1153,valid,original_valid,1.0,1.0,data/raw/news/images\1153.jpg,www.kompas.com,2025-10-11 00:00:00
NEWS_1155,valid,original_valid,1.0,1.0,data/raw/news/images\1155.jpg,regional.kompas.com,2025-09-06 00:00:00
NEWS_1156,valid,original_valid,1.0,1.0,data/raw/news/images\1156.jpg,yogyakarta.kompas.com,2025-01-10 00:00:00
NEWS_1157,valid,original_valid,1.0,1.0,data/raw/news/images\1157.jpg,www.cnnindonesia.com,2024-12-13 04:02:50
NEWS_1158,valid,original_valid,1.0,1.0,data/raw/news/images\1158.jpg,news.detik.com,2025-07-21 14:54:11
NEWS_1159,valid,original_valid,1.0,1.0,data/raw/news/images\1159.jpg,money.kompas.com,2025-02-12 00:00:00
NEWS_1160,valid,original_valid,1.0,1.0,data/raw/news/images\1160.jpg,money.kompas.com,2025-09-01 00:00:00
NEWS_1161,valid,original_valid,1.0,1.0,data/raw/news/images\1161.jpg,money.kompas.com,2025-01-15 00:00:00
NEWS_1162,valid,original_valid,1.0,1.0,data/raw/news/images\1162.jpg,www.kompas.com,2024-12-31 00:00:00
NEWS_1163,valid,original_valid,1.0,1.0,data/raw/news/images\1163.jpg,money.kompas.com,2025-06-05 00:00:00
NEWS_1164,valid,original_valid,1.0,1.0,data/raw/news/images\1164.jpg,lifestyle.kompas.com,2024-11-25 00:00:00
NEWS_1165,valid,original_valid,1.0,1.0,data/raw/news/images\1165.jpg,money.kompas.com,2025-06-04 00:00:00
NEWS_1166,valid,original_valid,1.0,1.0,data/raw/news/images\1166.jpg,news.detik.com,2025-02-27 15:52:01
NEWS_1167,valid,original_valid,1.0,1.0,data/raw/news/images\1167.jpg,lifestyle.kompas.com,2025-04-28 00:00:00
NEWS_1168,valid,original_valid,1.0,1.0,data/raw/news/images\1168.jpg,otomotif.kompas.com,2025-10-31 00:00:00
NEWS_1169,valid,original_valid,1.0,1.0,data/raw/news/images\1169.jpg,www.kompas.com,2025-11-07 00:00:00
NEWS_1170,valid,original_valid,1.0,1.0,data/raw/news/images\1170.jpg,nasional.kompas.com,2025-09-22 00:00:00
NEWS_1171,valid,original_valid,1.0,1.0,data/raw/news/images\1171.jpg,www.kompas.com,2025-09-09 00:00:00
NEWS_1172,valid,original_valid,1.0,1.0,data/raw/news/images\1172.jpg,www.cnnindonesia.com,2024-10-21 11:39:14
NEWS_1174,valid,original_valid,1.0,1.0,data/raw/news/images\1174.jpg,www.kompas.com,2025-07-11 00:00:00
NEWS_1175,valid,original_valid,1.0,1.0,data/raw/news/images\1175.jpg,www.kompas.com,2025-02-09 00:00:00
NEWS_1176,valid,original_valid,1.0,1.0,data/raw/news/images\1176.jpg,megapolitan.kompas.com,2025-03-10 00:00:00
NEWS_1177,valid,original_valid,1.0,1.0,data/raw/news/images\1177.jpg,www.kompas.com,2025-03-25 00:00:00
NEWS_1178,valid,original_valid,1.0,1.0,data/raw/news/images\1178.jpg,20.detik.com,2025-06-29 23:04:20
NEWS_1179,valid,original_valid,1.0,1.0,data/raw/news/images\1179.jpg,bandung.kompas.com,2025-05-11 00:00:00
NEWS_1180,valid,original_valid,1.0,1.0,data/raw/news/images\1180.jpg,www.kompas.com,2025-06-03 00:00:00
NEWS_1181,valid,original_valid,1.0,1.0,data/raw/news/images\1181.jpg,news.detik.com,2025-06-12 15:42:34
NEWS_1182,valid,original_valid,1.0,1.0,data/raw/news/images\1182.jpg,travel.kompas.com,2024-12-25 00:00:00
NEWS_1183,valid,original_valid,1.0,1.0,data/raw/news/images\1183.jpg,news.detik.com,2025-02-18 15:47:37
NEWS_1184,valid,original_valid,1.0,1.0,data/raw/news/images\1184.jpg,regional.kompas.com,2025-07-08 00:00:00
NEWS_1185,valid,original_valid,1.0,1.0,data/raw/news/images\1185.jpg,regional.kompas.com,2025-01-24 00:00:00
NEWS_1186,valid,original_valid,1.0,1.0,data/raw/news/images\1186.jpg,news.detik.com,2025-03-12 15:42:09
NEWS_1187,valid,original_valid,1.0,1.0,data/raw/news/images\1187.jpg,bola.kompas.com,2025-02-08 00:00:00
NEWS_1188,valid,original_valid,1.0,1.0,data/raw/news/images\1188.jpg,news.detik.com,2025-06-19 16:21:26
NEWS_1189,valid,original_valid,1.0,1.0,data/raw/news/images\1189.jpg,nasional.kompas.com,2025-01-21 00:00:00
NEWS_1190,valid,original_valid,1.0,1.0,data/raw/news/images\1190.jpg,nasional.kompas.com,2025-04-30 00:00:00
NEWS_1191,valid,original_valid,1.0,1.0,data/raw/news/images\1191.jpg,surabaya.kompas.com,2025-10-07 00:00:00
NEWS_1192,valid,original_valid,1.0,1.0,data/raw/news/images\1192.jpg,www.kompas.com,2025-07-13 00:00:00
NEWS_1193,valid,original_valid,1.0,1.0,data/raw/news/images\1193.jpg,www.kompas.com,2025-01-02 00:00:00
NEWS_1194,valid,original_valid,1.0,1.0,data/raw/news/images\1194.jpg,regional.kompas.com,2025-10-06 00:00:00
NEWS_1195,valid,original_valid,1.0,1.0,data/raw/news/images\1195.jpg,money.kompas.com,2024-11-24 00:00:00
NEWS_1196,valid,original_valid,1.0,1.0,data/raw/news/images\1196.jpg,money.kompas.com,2025-03-26 00:00:00
NEWS_1198,valid,original_valid,1.0,1.0,data/raw/news/images\1198.jpg,travel.kompas.com,2024-12-21 00:00:00
NEWS_1199,valid,original_valid,1.0,1.0,data/raw/news/images\1199.jpg,nasional.kompas.com,2025-07-22 00:00:00
NEWS_1200,valid,original_valid,1.0,1.0,data/raw/news/images\1200.jpg,regional.kompas.com,2024-10-29 00:00:00
NEWS_1201,valid,original_valid,1.0,1.0,data/raw/news/images\1201.jpg,money.kompas.com,2025-02-01 00:00:00
NEWS_1202,valid,original_valid,1.0,1.0,data/raw/news/images\1202.jpg,www.kompas.com,2025-04-18 00:00:00
NEWS_1203,valid,original_valid,1.0,1.0,data/raw/news/images\1203.jpg,www.kompas.com,2025-02-13 00:00:00
NEWS_1204,valid,original_valid,1.0,1.0,data/raw/news/images\1204.jpg,money.kompas.com,2025-01-23 00:00:00
NEWS_1205,valid,original_valid,1.0,1.0,data/raw/news/images\1205.jpg,ikn.kompas.com,2025-08-05 00:00:00
NEWS_1206,valid,original_valid,1.0,1.0,data/raw/news/images\1206.jpg,www.cnnindonesia.com,2025-03-12 14:16:16
NEWS_1208,valid,original_valid,1.0,1.0,data/raw/news/images\1208.jpg,nasional.kompas.com,2025-08-06 00:00:00
NEWS_1209,valid,original_valid,1.0,1.0,data/raw/news/images\1209.jpg,www.kompas.com,2025-01-04 00:00:00
NEWS_1210,valid,original_valid,1.0,1.0,data/raw/news/images\1210.jpg,news.detik.com,2024-10-23 16:31:22
NEWS_1211,valid,original_valid,1.0,1.0,data/raw/news/images\1211.jpg,www.cnnindonesia.com,2024-11-03 00:50:08
NEWS_1212,valid,original_valid,1.0,1.0,data/raw/news/images\1212.jpg,regional.kompas.com,2025-05-22 00:00:00
NEWS_1213,valid,original_valid,1.0,1.0,data/raw/news/images\1213.jpg,www.cnnindonesia.com,2024-10-21 09:02:43
NEWS_1214,valid,original_valid,1.0,1.0,data/raw/news/images\1214.jpg,money.kompas.com,2025-09-22 00:00:00
NEWS_1215,valid,original_valid,1.0,1.0,data/raw/news/images\1215.jpg,megapolitan.kompas.com,2025-07-21 00:00:00
NEWS_1216,valid,original_valid,1.0,1.0,data/raw/news/images\1216.jpg,money.kompas.com,2025-07-10 00:00:00
NEWS_1217,valid,original_valid,1.0,1.0,data/raw/news/images\1217.jpg,money.kompas.com,2025-05-17 00:00:00
NEWS_1218,valid,original_valid,1.0,1.0,data/raw/news/images\1218.jpg,megapolitan.kompas.com,2025-04-07 00:00:00
NEWS_1219,valid,original_valid,1.0,1.0,data/raw/news/images\1219.jpg,money.kompas.com,2025-01-02 00:00:00
NEWS_1220,valid,original_valid,1.0,1.0,data/raw/news/images\1220.jpg,megapolitan.kompas.com,2025-07-05 00:00:00
NEWS_1221,valid,original_valid,1.0,1.0,data/raw/news/images\1221.jpg,ikn.kompas.com,2024-12-16 00:00:00
NEWS_1222,valid,original_valid,1.0,1.0,data/raw/news/images\1222.jpg,news.detik.com,2025-04-23 15:36:05
NEWS_1223,valid,original_valid,1.0,1.0,data/raw/news/images\1223.jpg,money.kompas.com,2025-09-12 00:00:00
NEWS_1224,valid,original_valid,1.0,1.0,data/raw/news/images\1224.jpg,lifestyle.kompas.com,2025-06-22 00:00:00
NEWS_1225,valid,original_valid,1.0,1.0,data/raw/news/images\1225.jpg,internasional.kompas.com,2025-02-02 00:00:00
NEWS_1226,valid,original_valid,1.0,1.0,data/raw/news/images\1226.jpg,www.cnnindonesia.com,2024-11-02 10:10:59
NEWS_1227,valid,original_valid,1.0,1.0,data/raw/news/images\1227.jpg,money.kompas.com,2025-03-04 00:00:00
NEWS_1228,valid,original_valid,1.0,1.0,data/raw/news/images\1228.jpg,news.detik.com,2025-08-03 14:00:12
NEWS_1229,valid,original_valid,1.0,1.0,data/raw/news/images\1229.jpg,news.detik.com,2025-07-08 15:39:13
NEWS_1230,valid,original_valid,1.0,1.0,data/raw/news/images\1230.jpg,ikn.kompas.com,2025-03-25 00:00:00
NEWS_1231,valid,original_valid,1.0,1.0,data/raw/news/images\1231.jpg,www.kompas.com,2025-06-28 00:00:00
NEWS_1232,valid,original_valid,1.0,1.0,data/raw/news/images\1232.jpg,www.kompas.com,2025-10-14 00:00:00
NEWS_1233,valid,original_valid,1.0,1.0,data/raw/news/images\1233.jpg,www.cnnindonesia.com,2025-01-21 10:46:22
NEWS_1234,valid,original_valid,1.0,1.0,data/raw/news/images\1234.jpg,www.kompas.com,2025-11-01 00:00:00
NEWS_1235,valid,original_valid,1.0,1.0,data/raw/news/images\1235.jpg,regional.kompas.com,2025-02-23 00:00:00
NEWS_1236,valid,original_valid,1.0,1.0,data/raw/news/images\1236.jpg,www.cnnindonesia.com,2025-03-08 02:55:03
NEWS_1237,valid,original_valid,1.0,1.0,data/raw/news/images\1237.jpg,www.kompas.com,2025-06-30 00:00:00
NEWS_1238,valid,original_valid,1.0,1.0,data/raw/news/images\1238.jpg,www.cnnindonesia.com,2024-11-03 04:40:18
NEWS_1239,valid,original_valid,1.0,1.0,data/raw/news/images\1239.jpg,money.kompas.com,2025-09-26 00:00:00
NEWS_1240,valid,original_valid,1.0,1.0,data/raw/news/images\1240.jpg,nasional.kompas.com,2024-11-08 00:00:00
NEWS_1241,valid,original_valid,1.0,1.0,data/raw/news/images\1241.jpg,money.kompas.com,2025-01-06 00:00:00
NEWS_1242,valid,original_valid,1.0,1.0,data/raw/news/images\1242.jpg,news.detik.com,2025-09-01 15:00:08
NEWS_1243,valid,original_valid,1.0,1.0,data/raw/news/images\1243.jpg,money.kompas.com,2025-06-25 00:00:00
NEWS_1244,valid,original_valid,1.0,1.0,data/raw/news/images\1244.jpg,www.cnnindonesia.com,2024-12-10 09:15:27
NEWS_1245,valid,original_valid,1.0,1.0,data/raw/news/images\1245.jpg,www.kompas.com,2025-02-24 00:00:00
NEWS_1246,valid,original_valid,1.0,1.0,data/raw/news/images\1246.jpg,money.kompas.com,2025-09-08 00:00:00
NEWS_1247,valid,original_valid,1.0,1.0,data/raw/news/images\1247.jpg,www.kompas.com,2025-02-07 00:00:00
NEWS_1248,valid,original_valid,1.0,1.0,data/raw/news/images\1248.jpg,money.kompas.com,2024-12-24 00:00:00
NEWS_1249,valid,original_valid,1.0,1.0,data/raw/news/images\1249.jpg,nasional.kompas.com,2025-01-13 00:00:00
NEWS_1250,valid,original_valid,1.0,1.0,data/raw/news/images\1250.jpg,surabaya.kompas.com,2025-10-17 00:00:00
NEWS_1251,valid,original_valid,1.0,1.0,data/raw/news/images\1251.jpg,news.detik.com,2024-10-26 14:01:47
NEWS_1252,valid,original_valid,1.0,1.0,data/raw/news/images\1252.jpg,money.kompas.com,2025-05-01 00:00:00
NEWS_1253,valid,original_valid,1.0,1.0,data/raw/news/images\1253.jpg,www.cnnindonesia.com,2025-03-09 03:00:09
NEWS_1254,valid,original_valid,1.0,1.0,data/raw/news/images\1254.jpg,nasional.kompas.com,2025-09-23 00:00:00
NEWS_1255,valid,original_valid,1.0,1.0,data/raw/news/images\1255.jpg,travel.kompas.com,2025-04-12 00:00:00
NEWS_1256,valid,original_valid,1.0,1.0,data/raw/news/images\1256.jpg,news.detik.com,2025-03-08 14:29:01
NEWS_1257,valid,original_valid,1.0,1.0,data/raw/news/images\1257.jpg,www.cnnindonesia.com,2025-02-06 07:45:41
NEWS_1258,valid,original_valid,1.0,1.0,data/raw/news/images\1258.jpg,www.kompas.com,2025-10-31 00:00:00
NEWS_1259,valid,original_valid,1.0,1.0,data/raw/news/images\1259.jpg,www.kompas.com,2025-09-15 00:00:00
NEWS_1260,valid,original_valid,1.0,1.0,data/raw/news/images\1260.jpg,nasional.kompas.com,2025-03-18 00:00:00
NEWS_1261,valid,original_valid,1.0,1.0,data/raw/news/images\1261.jpg,www.cnnindonesia.com,2024-10-26 15:40:10
NEWS_1262,valid,original_valid,1.0,1.0,data/raw/news/images\1262.jpg,www.cnnindonesia.com,2025-03-04 13:26:34
NEWS_1263,valid,original_valid,1.0,1.0,data/raw/news/images\1263.jpg,biz.kompas.com,2025-10-31 00:00:00
NEWS_1264,valid,original_valid,1.0,1.0,data/raw/news/images\1264.jpg,www.kompas.com,2025-06-14 00:00:00
NEWS_1265,valid,original_valid,1.0,1.0,data/raw/news/images\1265.jpg,megapolitan.kompas.com,2025-03-06 00:00:00
NEWS_1266,valid,original_valid,1.0,1.0,data/raw/news/images\1266.jpg,www.cnnindonesia.com,2025-03-11 09:40:42
NEWS_1267,valid,original_valid,1.0,1.0,data/raw/news/images\1267.jpg,regional.kompas.com,2025-08-01 00:00:00
NEWS_1268,valid,original_valid,1.0,1.0,data/raw/news/images\1268.jpg,nasional.kompas.com,2025-09-19 00:00:00
NEWS_1269,valid,original_valid,1.0,1.0,data/raw/news/images\1269.jpg,ikn.kompas.com,2025-05-12 00:00:00
NEWS_1270,valid,original_valid,1.0,1.0,data/raw/news/images\1270.jpg,www.kompas.com,2024-11-29 00:00:00
NEWS_1271,valid,original_valid,1.0,1.0,data/raw/news/images\1271.jpg,www.cnnindonesia.com,2025-03-04 08:02:37
NEWS_1272,valid,original_valid,1.0,1.0,data/raw/news/images\1272.jpg,money.kompas.com,2025-03-01 00:00:00
NEWS_1273,valid,original_valid,1.0,1.0,data/raw/news/images\1273.jpg,surabaya.kompas.com,2025-08-13 00:00:00
NEWS_1274,valid,original_valid,1.0,1.0,data/raw/news/images\1274.jpg,nasional.kompas.com,2024-11-04 00:00:00
