id,blog_date,blog_title,flag,social_media,post_text,post_date,blog_check,blog_conclusion,post_view,post_likes,post_comment,post_share,post_url,archive_url,blog_url,thumbnail
313,27/10/2024,Kaesang Dijemput Paksa KPK,SALAH,Twitter,"“BREAKING NEWS !! DETIK2 PENJEMPUTAN KAESANG
KPK JEMPUT PAKSA KAESANG
SEMUA ASET HARTA DI AMANKAN”",27/10/2024,,,0,0,0,0,https://turnbackhoax.id/2024/10/27/salah-kaesang-dijemput-paksa-kpk,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2024/10/1000083885-678x381.jpg
314,17/10/2024,Potongan Video Tentara Cina Melawan TNI,SALAH,Twitter,"“
COPAS
, Kedaulatan negara bagaimana?,
APA YANG DIKUATIRKAN SUDAH MENJADI KENYATAAN
Tentara cina sdh mulai beraksi dan sdh berani melawan tentara kita…
Krn dia sdh membawa senjata perorangan… Mulai beraksi dr kelompok kecil… Alasannya pengamanan aset aset nya… Kebon sawit dan lain-lain… Itu alasannya tp sebenarnya ingin menunjukkan bahwa tentara cina sdh menguasai wilayah Indonesia… LUAR BIASA… SUDAH DI INJAK INJAK REPUBLIK INI… PERHATIKAN… TENTARA cINA NGAJAK DUEL TNI… APAKAH TNI DIAM SAJA… ASTAGHFIRULLAAH… Mari Saudara², viralkan narasi tersebut, keseluruh Rakyat Indonesia. 😡😡😡
Nah inilah yang suka saya nyatakan, kalian di Jawa jangan hanya mikirkan Jawa, pikirkan juga Kalimantan, Sulawesi dan Irian, kalau sudah begini, apa yg bisa dilakukan, coblos terus Jokowi/ Prabowo, inilah dia akibatnya.
SEBARKAN…BIAR VIRAL, BIAR SELAMAT INDONESIA INI
‼️”",17/10/2024,,,0,0,0,0,https://turnbackhoax.id/2024/10/17/salah-potongan-video-tentara-cina-melawan-tni,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2024/10/photo_2024-10-15_11-01-44_Watermarked-678x381.jpg
315,08/08/2025,Video Warga Tarik Uang Akibat Diblokir PPATK,SALAH,Twitter,"“
Rame rame mau tarik uang di Bank namun uangnya tidak ada. Hingga berbondong bondong nasabah bank mengamuk ..
”",08/08/2025,,,0,0,0,0,https://turnbackhoax.id/2025/08/08/salah-video-warga-tarik-uang-akibat-diblokir-ppatk,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/08/WhatsApp-Image-2025-08-08-at-19.50.44-678x381.jpeg
316,02/05/2025,Penampakan Gelombang Tinggi di Pantai Akibat Gempa Myanmar-Thailand,SALAH,Twitter,Penampakan gempa bumi Thailand Myanmar yg berada di pantai 😱,02/05/2025,,,0,0,0,0,https://turnbackhoax.id/2025/05/02/salah-penampakan-gelombang-tinggi-di-pantai-akibat-gempa-myanmar-thailand,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/05/6.-Header-Gelombang-678x381.png
317,14/10/2025,Menteri Keuangan Purbaya Umumkan Layanan Pinjaman Online Koperasi Merah Putih,SALAH,TikTok,"KOPERASI MERAH PUTIH SUDAH RESMI MELAYANI PINJAMAN SELURUH WILAYAH INDONESIA
MELAYANI PINJAMAN ONLINE TANPA BIAYA,TANPA BUNGA 0% MAUPUN BI CHEKING/BLACKLIST PROSES CEPAT 10-30 MENIT SAJA
AJUKAN SEKARANG
Ajukan sekarang🤗 #pinjamanonline#kopdesmerahputih #ruangpengusaha
@info.kdmp.terbaru tiktok",14/10/2025,,,0,0,0,0,https://turnbackhoax.id/2025/10/14/penipuan-menteri-keuangan-purbaya-umumkan-layanan-pinjaman-online-koperasi-merah-putih,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/10/3.-Header-Purbaya-678x381.png
318,29/08/2025,"Situasi di Jakarta Siaga 1, Demo di Bundaran HI 25 Agustus 2025",SALAH,Twitter,"INFO TERKINI SITUASI di JAKARTA SIAGA 1, 25 Agustus 2025 Demo di Jakarta Bubarkan DPR",29/08/2025,,,0,0,0,0,https://turnbackhoax.id/2025/08/29/salah-situasi-di-jakarta-siaga-1-demo-di-bundaran-hi-25-agustus-2025,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/08/HEADER-Dark-Background-24-678x381.png
319,25/08/2025,ASI Bisa Gantikan Fungsi Imunisasi Campak dan Polio,SALAH,Twitter,"“Imunisasi, apa yang bermacam-macam, tidak perlu ikut-ikutan. Kenapa? Banyak dampak negatifnya daripada manfaatnya. Imunisasi yang terbaik untuk anak kita adalah air susu ibu. Anak kamu itu disusui sendiri sehat, Bu. Dahulu itu tidak ada imunisasi-imunisasi. Sehat-sehat saja manusianya. Saat ini justru ada yang imunisasi, yang bermacam-macam, ada imunisasi campak, ada imunisasi polio, yang ada makin banyak anak-anak bayi yang sakit bahkan tidak sedikit yang mati. Ayo, Bu, mumpung jangan sampai menyesal”",25/08/2025,,,0,0,0,0,https://turnbackhoax.id/2025/08/25/salah-asi-bisa-gantikan-fungsi-imunisasi-campak-dan-polio,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/08/HEADER-Dark-Background-17-678x381.png
320,15/02/2024,SIDANG DISKUALIFIKASI GIBRAN OLEH PN JAKPUS,SALAH,Twitter,"VIRALKAN GUYS KITA KAWAL ‼️
PN JAKARTA PUSAT SIDANGKAN DISKUALIIFIKASI PENCALONAN PRABOWO GIBRAN ⁉️
— BABEH ALDO SEMENTARA DIMARI (@BabehAldoAje135)",15/02/2024,,,0,0,0,0,https://turnbackhoax.id/2024/02/15/salah-sidang-diskualifikasi-gibran-oleh-pn-jakpus,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2024/02/IMG_20240214_220044_893-678x381.jpg
321,15/12/2024,Gus Miftah Dipidanakan Usai Dicopot dari Utusan Khusus Presiden,SALAH,Twitter,"“APA YG DITANAM ITU YG DI TUAI!! TIADA KATA MAAF, GUS MIFTAH HANYA BISA MERATAPI NASIBNYA SBG TAHANAN
GERAMM!! TIDAK HANYA DIBERHENTIKAN DARI KHUSUS PRESIDEN MENCORENG NAMA BAIK PRABOWO, GUS MIFTAH RESMI DIPIDANAKAN”",15/12/2024,,,0,0,0,0,https://turnbackhoax.id/2024/12/15/salah-gus-miftah-dipidanakan-usai-dicopot-dari-utusan-khusus-presiden,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2024/12/Desain-tanpa-judul-83-678x381.png
322,10/09/2025,DPR Sahkan UU Perampasan Aset Imbas Aksi Demo Agustus 2025,SALAH,Twitter,"akhirnya DPR sahkan UU Perampasan Aset, Berkat Aksi Demo Hari Ini",10/09/2025,,,0,0,0,0,https://turnbackhoax.id/2025/09/10/salah-dpr-sahkan-uu-perampasan-aset-imbas-aksi-demo-agustus-2025,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/09/image-45-678x381.png
323,23/06/2025,Mobil Patroli Polsek Kelapa Gading Pakai Lamborghini,SALAH,Twitter,Keren…Mobil Patroli Kelapa Gading,23/06/2025,,,0,0,0,0,https://turnbackhoax.id/2025/06/23/salah-mobil-patroli-polsek-kelapa-gading-pakai-lamborghini,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/06/1-678x381.png
324,16/12/2024,"Loker Orang Tua Group, Tawarkan Gaji hingga Rp10 Juta",SALAH,Twitter,"“OT Group ( Orang Tua ) resmi mengumumkan lowongan kerja terbaru yang menawarkan berbagai posisi menarik..
Kualifikasi Umum :
Pendidikan Sma/Smk, D3, S1
Dapat bekerjasama dengan team serta jujur
Dapat berkomunikasi dengan baik
etc
Gaji pokok untuk posisi ini berkisar antara
Rp5 juta hingga Rp10 juta per bulan.
Batas Pendaftaran Hingga 27 Desember 2024
Jangan  Lewatkan!!!",16/12/2024,,,0,0,0,0,https://turnbackhoax.id/2024/12/16/penipuan-loker-orang-tua-group-tawarkan-gaji-hingga-rp10-juta,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2024/12/10-678x381.jpg
325,03/09/2025,ART Ahmad Sahroni Luka Parah Akibat Massa Menyerang Kediaman Ahmad Sahroni,SALAH,Twitter,"“ART Ahmad Syahroni luka parah karena terjebak di dalam saat para pendemo menyerang kediaman Ahmad Sahroni,
600 orang pendemo ditahan di polda metro dan mereka dipukuli, ada bukti videonya di bio, bantu sebarkan supaya kejadian 98 tidak terulang”",03/09/2025,,,0,0,0,0,https://turnbackhoax.id/2025/09/03/salah-art-ahmad-sahroni-luka-parah-akibat-massa-menyerang-kediaman-ahmad-sahroni,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/09/WhatsApp-Image-2025-09-03-at-13.52.38_128a0b1a-678x381.jpg
326,02/10/2025,Ustaz Abdul Somad Bakal Diangkat Jadi Penasihat Polri,SALAH,Twitter,"“Sementara itu Kapolri Jenderal Listyo Sigit Prabowo menegaskan pembentukan tim akselerasi transformasi reformasi yang dibentuk Polri selaras dengan komite reformasi Polri yang akan dibentuk Presiden Prabowo Subianto. Kapolri bilang tim akselerasi transformasi reformasi Polri bertugas melaksanakan rekomendasi, mengidentifikasi masalah, dan mengimplementasikan rekomendasi perbaikan Polri”",02/10/2025,,,0,0,0,0,https://turnbackhoax.id/2025/10/02/salah-ustaz-abdul-somad-bakal-diangkat-jadi-penasihat-polri,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/10/6267237650536711718-678x381.jpg
327,17/07/2025,FIFA Beri Sanksi ke Malaysia karena Melanggar Aturan Naturalisasi,SALAH,Twitter,"“Langgar Aturan Naturalisasi, FIFA Hukum Malaysia hingga 2027 #malaysia #afc #fifa”",17/07/2025,,,0,0,0,0,https://turnbackhoax.id/2025/07/17/salah-fifa-beri-sanksi-ke-malaysia-karena-melanggar-aturan-naturalisasi,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/07/HEADER-Dark-Background-22-1-678x381.png
328,26/03/2025,Raffi Ahmad Bagi-Bagi Bantuan untuk Tenaga Kerja Indonesia,SALAH,WhatsApp,"“GIVEAWAY RANS ENTERTAINMENT. RAFFI NAGITA Memberikan Dana Bantuan Total Rp100.000.000′- .Untuk warga INDONESIA yang berada di luar negeri khususnya TKI & TKW IKUTI SYARAT DAN KETENTUAN: siapa nama anak pertama RAFFINAGITA: A. RAYYANZA MALIK AHMAD B. RAFATHAR MALIK AHMAD Like share postingan dan Ikuti halaman ini. SEMOGA BERHASIL DAN TERIMAKASIH”
“Assalamualaikum, saya Raffi Ahmad bersama RANS entertainment bagi-bagi rejeki buat 17 orang tenaga kerja Indonesia dengan total Rp1 miliar silahkan inbox nama dan negara Anda berasal saya himbau buat semua TKI tolong dihiraukan jika ada yang mengirimkan WhatsApp dan link di kolom komentar. Karena itu, adalah oknum yang tidak bertanggung jawab”",26/03/2025,,,0,0,0,0,https://turnbackhoax.id/2025/03/26/penipuan-raffi-ahmad-bagi-bagi-bantuan-untuk-tenaga-kerja-indonesia,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/03/header-Raffi-Ahmad-berikan-dana-bantuan-untuk-tenaga-kerja-luar-negeri-678x381.png
329,13/01/2025,"Prabowo, Gerindra, dan PDIP Bersatu Sahkan UU Miskinkan Koruptor",SALAH,Twitter,"“prabowo GERINDRA dan PDIP bergabung, undang undang miskin kan koruptor dan keluarga nya di sah kan hari ini.”",13/01/2025,,,0,0,0,0,https://turnbackhoax.id/2025/01/13/salah-prabowo-gerindra-dan-pdip-bersatu-sahkan-uu-miskinkan-koruptor,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/01/prabowo-sahkan-uu-miskinkan-koruptor-678x381.png
330,11/11/2024,SBY Marah-Marah dan Melabrak Gibran,SALAH,Twitter,JOKOWI SAMPAI MALU DNGN KELAKUAN GIBRAN HINA SBY?? SBY LABRAK GIBRAN. SBY MARAH” TAK TERKENDALi REZIM RAJA JAWA NEGERI KONOHA. JEJAK DIGITAL TAK PERNAH BERBOHONG,11/11/2024,,,0,0,0,0,https://turnbackhoax.id/2024/11/11/salah-sby-marah-marah-dan-melabrak-gibran,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2024/11/Ruangan-staf-khusus-Budi-Ari-Menkoinfo-pelindung-judi-online-di-grebek-Polisi-telah-ditemukan-tumpukan-uang-yg-jumlahnya-sangat-fantastis-1-678x381.jpg
331,15/08/2025,Tautan Rekrutmen Sarjana Penggerak Pembangunan Indonesia (SPPI) Batch 4,SALAH,Twitter,"“PENGUMUMAN
OPEN RECRUTMENT
SERJANA PENGGERAK PEMBANGUNAN INDONESIA
SPPI BATCH 4 2025
REKRUTMEN CALON ASN SARJANA PERGERAKAN PEMBANGUNAN TAHUN 2025 LOWOGAN INI TERBUKA UNTUK UMUM LOKASI PENEMPATAN BISAH DI PILIH
PENDAFTARAN TIDAK DI PUNGUT BIAYA APAPUN SILAHKAN KLIK LINK”",15/08/2025,,,0,0,0,0,https://turnbackhoax.id/2025/08/15/penipuan-tautan-rekrutmen-sarjana-penggerak-pembangunan-indonesia-sppi-batch-4,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/08/unnamed-1-678x381.jpg
332,08/04/2025,Lumpur Lapindo Berhenti Menyembur,SALAH,Twitter,"“Viral!!! Lumpur Lapindo Berhenti Menyembur Tapi Masih Ada Asap, Pakar Geologi: Pertanda Positif”",08/04/2025,,,0,0,0,0,https://turnbackhoax.id/2025/04/08/salah-lumpur-lapindo-berhenti-menyembur,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/04/RAKA-5.-False-Context-678x381.png
333,21/11/2024,Bank Indonesia Dukung Lomba Menggambar dan Melukis Online,SALAH,Twitter,"“Lomba Menggambar / Melukis (Online). Kategori: * Anak (usia 6-12 tahun); * Remaja (usia 13-17 tahun); * Dewasa (usia 18-75 tahun). 🎁 Hadiah: (masing-masing kategori akan mendapatkan) * Juara 1 : Rp50.000.000,- + e-sertifikat * Juara 2 : Rp30.000.000,- + e-sertifikat * Juara 3 : Rp20.000.000,- + e-sertifikat * 10 besar: @Rp1.000.000,-+e-sertifikat 🖼️ Semua peserta akan mendapatkan e-sertifikat. 💸 Biaya Pendaftaran: Rp50.000,-. Kuota Terbatas. Pendaftaran Klik Link di Bawah Ini atau Klik Link di Bio. Supported By: *logo Bank Indonesia*”",21/11/2024,,,0,0,0,0,https://turnbackhoax.id/2024/11/21/penipuan-bank-indonesia-dukung-lomba-menggambar-dan-melukis-online,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2024/11/lomba-gambar-mencatutu-bank-indonesia-678x381.png
334,04/03/2025,Tautan Lowongan Kerja Richeese Factory,SALAH,Twitter,"“Loker Richeese Factory Gaji 5,5 + Bonus Uang makan 30rb perhari Lelaki/Perempuan Usia 18 tahun”",04/03/2025,,,0,0,0,0,https://turnbackhoax.id/2025/03/04/penipuan-tautan-lowongan-kerja-richeese-factory,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/03/Vania_Fabricated-Content.zip-HEADER-Dark-Background-678x381.png
335,20/10/2024,Ridwan Kamil Bagi-Bagi Rp35 Juta di TikTok,SALAH,Twitter,"“Assalamualaikum semuanya kembali lagi saya Ridwan Kamil. Maaf yang belum kebagian hadiahnya karena saya sedang sibuk dengan urusan saya di bulan ini. Khusus 10 orang yang telah melakukan follow, like, dan share sebanyak-banyaknya, saya akan kiriman Rp35 juta. Semoga beruntung dan bermanfaat bagi anda dan keluarga anda. Ini bukan karena politik ya. Terima kasih”",20/10/2024,,,0,0,0,0,https://turnbackhoax.id/2024/10/20/penipuan-ridwan-kamil-bagi-bagi-rp35-juta-di-tiktok,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2024/10/WhatsApp-Image-2024-10-20-at-19.23.55-1-678x381.jpeg
336,21/02/2025,Video Sandra Dewi Menangis Mendengar Putusan Suaminya,SALAH,Twitter,“Sandra  dewi menangis Mendengar putusan suaminya  dalam perkara korupsi tata niaga komoditas timah diperberat menjadi 20 tahun penjara di tingkat banding.”,21/02/2025,,,0,0,0,0,https://turnbackhoax.id/2025/02/21/salah-video-sandra-dewi-menangis-mendengar-putusan-suaminya,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/02/X-sd-nangis-tbh-HEADER-678x381.png
337,25/09/2025,Tangkapan Layar Artikel detikNews “Anies Siap Menggantikan Prabowo Menjadi Presiden RI Jika Dalam Keadaan Darurat”,SALAH,Twitter,"“Jubir Anies: Anies siap gantikan Prabowo jadi Presiden, jika situasi Darurat .. @BudiHar73497395 @Aslipriok1973 @yudiwibowo976 @kusjantonoWK @BintangeSakti @maryanti_oemar @janggo60115280 @marpaung913”",25/09/2025,,,0,0,0,0,https://turnbackhoax.id/2025/09/25/salah-tangkapan-layar-artikel-detiknews-anies-siap-menggantikan-prabowo-menjadi-presiden-ri-jika-dalam-keadaan-darurat,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/09/X-anies-ganti-prabowo-HEADER-678x381.png
338,29/01/2025,Tautan Lowongan Kerja Petrosea,SALAH,Twitter,"“PT.petrosea TBK 2025
SEDANG MEMBUKA LOWONGAN KERJA AWAL TAHUN MIN SMA/SMK/D3 S2 S1 SEMUA JURUSAN
TERBUKA SELURUH INDONESIA
BERSEDIA DI TEMPATKAN DI SELURUH CABANG PT.PETROSEA!”",29/01/2025,,,0,0,0,0,https://turnbackhoax.id/2025/01/29/penipuan-tautan-lowongan-kerja-petrosea,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/01/HEADER-Light-Background-2-678x381.png
339,18/03/2025,Tautan Lowongan Kerja Dinas Perhubungan,SALAH,Twitter,"“LOWONGAN KERJA
DINAS PERHUBUNGAN (DISHUB)
POSISI :
Petugas Administrasi Kantor
Petugas Administrasi Kasir
Pengawas Perjalanan Angkutan
Petugas Timer
Petugas Pramugara-Pramugari
Pengawas Kebersihan
Petugas Kebersihan
KUALIFIKASI :
Pria / Wanita
Usia Minimal  21 – 54 Tahun
Pendidikan minimal SMA / Semua Jurusan
Penempatan Kerja di Kabupaten/Kota Domisili Peserta
Gaji 4 – 12 Jutaan / Bulan
Bonus Bulanan, Tahunan & THR
Pendaftaran di Buka secara GRATIS/Tidak di pungut Biaya apapun
Pendaftaran Calon Kuota DISHUB dilaksanakan secara Online melalui LINK..",18/03/2025,,,0,0,0,0,https://turnbackhoax.id/2025/03/18/penipuan-tautan-lowongan-kerja-dinas-perhubungan,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/03/Vania_Fabricated-Content-HEADER-Light-Background-678x381.png
340,25/07/2025,Foto “TNI Tangkap Intelijen Israel”,SALAH,Twitter,"“TNI AL GAGALKAN UPAYA PENYUSUPAN INTELIJEN ISRAEL KE WILAYAH INDONESIA
BERUSAHA MASUK KE INDONESIA INTELIJEN ISRAEL TERTANGKAP OLEH TNI AL
Dalam sebuah operasi militer yang berlangsung dramatis di perairan Selat Sunda pada Rabu pagi (26/6), TNI angkatan laut berhasil menangkap dua orang yang di duga kuat merupakan agen intelijen Israel. Kedua orang tersebut di amankan dari sebuah kapal kecil berbendera asing yang mencoba menyusup masuk ke wilayah perairan Indonesia tanpa izin resmi. Penangkapan terjadi sekitar pukul 09.45 WIB oleh unsur patroli rutin KRI Bung Tomo-357 yang sedang melakukan pengamanan laut di sektor strategis penghubung antara laut Jawa dan Samudera Hindia.”",25/07/2025,,,0,0,0,0,https://turnbackhoax.id/2025/07/25/salah-foto-tni-tangkap-intelijen-israel,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/07/HEADER-Dark-Background-22-2-678x381.png
341,22/10/2024,Permen Semprot Bikin Banyak Anak Meninggal,SALAH,Twitter,"“Waspada akan anak² ela mili jajanan kilau si vidio te, imander imparahan vidio ituh dengan anak ketuh luare!
*_BREAKING NEWS…!!! 😘
*ORANG TUA WASPADA. BANYAK ANAK KECIL  MENINGGAL*
*PERMEN SPRAY BUATAN CHINA Adalah PRODUK Yang SANGAT BERBAHAYA.*
*MOHON* Jagalah Putra- Putri Anda Agar Hal Seperti ini Tidak Terjadi dan Jangan Lengah Dalam Pengawasan Anda Sebagai Orang Tua.
*Bagi pedagang* Mohon Untuk Tidak Menjual Produk ini.
Karena Membahayakan Banyak Orang, Terutama Anak Kecil.
Silahkan SHARE Ke Group WA Atau ke Orang Agar Mereka Juga Mendapatkan Informasi ini.
*Semoga BERMANFAAT* ”",22/10/2024,,,0,0,0,0,https://turnbackhoax.id/2024/10/22/salah-permen-semprot-bikin-banyak-anak-meninggal,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2024/10/17-1-678x381.jpg
342,29/10/2025,Jokowi Bakal Diadili Imbas Kecerobohannya di Proyek Kereta Cepat,SALAH,Twitter,"“Sejarah baru JOKOWI akan diadili dan dipenjara
Pasti nanti bilang udah dapat restu DPRRI
Semua karena kecerobohannya padahal sudah diingatkan oleh Ahli
Presiden Jokowi sepertinya sedang tidak nyenyak tidur. Dia akan kepikiran jika kreta cepat tidak mampu bayar hutang ke cina. Padahal sudah diingatkan. Tapi mungkin karena ada sesuatu akhirnya kreta cepat dibangun walau menelan biaya sangat mahal.”",29/10/2025,,,0,0,0,0,https://turnbackhoax.id/2025/10/29/salah-jokowi-bakal-diadili-imbas-kecerobohannya-di-proyek-kereta-cepat,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/10/HEADER-Dark-Background-28-678x381.png
343,23/05/2025,Gibran Bagi-Bagi Uang untuk Bayar Utang hingga Modal Usaha,SALAH,Twitter,"“Siapa saja yang masih mempunyai utang bank, utang rentenir atau utang riba, untuk modal usaha, tolong jawab dengan jujur. Saya akan bantu asal jangan untuk foya-foya”",23/05/2025,,,0,0,0,0,https://turnbackhoax.id/2025/05/23/penipuan-gibran-bagi-bagi-uang-untuk-bayar-utang-hingga-modal-usaha,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/05/header-wapres-gibran-bagikan-25-juta-678x381.png
344,14/08/2025,Tautan Pendaftaran Bantuan Dana Koperasi Desa Merah Putih,SALAH,Twitter,"“PROGRAM KOPERASI DESA MERAH PUTIH
💸 Dapatkan Bantuan Dana Hingga Rp2.000.000
📍 Dalam rangka memeriahkan Kemerdekaan RI ke-80, Koperasi Desa Merah Putih membuka program dukungan dana koperasi untuk masyarakat Indonesia.
✅ Pendaftaran gratis & tanpa dipungut biaya
✅ Proses mudah dan cepat, langsung via online
✅ Diperuntukkan bagi masyarakat desa yang membutuhkan modal atau bantuan finansial
🔒 Data Anda aman dan hanya digunakan untuk proses verifikasi internal koperasi.
📆 Periode terbatas menjelang HUT RI – Segera daftarkan diri Anda!
Klik di sini untuk mendaftar:
🔗
”",14/08/2025,,,0,0,0,0,https://turnbackhoax.id/2025/08/14/penipuan-tautan-pendaftaran-bantuan-dana-koperasi-desa-merah-putih,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/08/Vania_Impostor-Konten.zip-HEADER-Light-Background-678x381.png
345,16/10/2025,Seorang Kakek Kabur Setelah Tipu Mahar Senilai 3 Miliar,SALAH,Twitter,“Yang sedang viral makanya jangan tergiur mahar 3 miliar belum tentu uang ada dan belum tentu mobilnya sendiri. Karena sekarang banyak mobil sewa jagan muda percaya dengan mahar.Lagian pas nikah masa tidak tahu asal usul kakek itu asal mau saja nikah sama kakek-kakek. Jadilah wanita pintar jamgan matre terlalu berharap ujungnya motor sendiri di bawa kabur juga. Kadang aku juga heran pada maunya  menikah dengan laki-laki  tidak tahu keluarganya bahkan saat nikah pun keluarga suami satu pun tidak datang pun dilakukan tidak takut kalau laki-laki tidak baik masa nikah tidak ada satu pun keluarganya yang  datang”.,16/10/2025,,,0,0,0,0,https://turnbackhoax.id/2025/10/16/salah-seorang-kakek-kabur-setelah-tipu-mahar-senilai-3-miliar,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/10/WhatsApp-Image-2025-10-16-at-17.21.53-678x381.jpeg
346,26/07/2025,Pelatih Timnas U-23 RI Gerald Vanenburg Minta AFF Dibubarkan,SALAH,Twitter,“MINTA AFF DIBUBARKAN ! Gerald Vanenburg heran dengan aturan AFF U-23 terbaru~Rayhan korban Filipina”,26/07/2025,,,0,0,0,0,https://turnbackhoax.id/2025/07/26/salah-pelatih-timnas-u-23-ri-gerald-vanenburg-minta-aff-dibubarkan,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/07/HEADER-Dark-Background-9-2-678x381.png
347,04/02/2025,Titiek Soeharto Turun Tangan Buru Jokowi Terkait Polemik Pagar Laut,SALAH,Twitter,"TITIEK SOEHARTO DAN MARINIR TURUN TANGAN, BURU JOKOWI?‪@OPINI_RAKYAT‬
BREAKING NEWS.!
KECEWA DG MENTRI KKP
TITIEK TURUN TANGAN BURU OLIGARKI",04/02/2025,,,0,0,0,0,https://turnbackhoax.id/2025/02/04/salah-titiek-soeharto-turun-tangan-buru-jokowi-terkait-polemik-pagar-laut,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/02/HEADER-Titiek-678x381.png
348,26/12/2024,Prabowo Marah karena Gibran Bikin Program “Lapor Mas Wapres”,SALAH,Twitter,"“Prabowo Marah. Prabowo merasa tidak dihormati. Mulai gawat ini di Istana, sperti pendulunya..yg sesukanya berbuat.”
“Terungkap alasan Wakil Presiden Gibran Rakabuming Raka mendadak dipanggil Presiden Prabowo Subianto. Hari ini kemarahan kubu Prabowo terhadap manuver yang dilakukan oleh Gibran nampaknya sudah tidak bisa ditutup-tutupi lagi, karena ketika Gibran membuka posko pengaduan “Lapor Mas Wapres”, ini ternyata tidak ada koordinasi, tidak bilang siapa-siapa, tiba-tiba muncul begitu saja. Jadi, Wapres mengambil suatu sikap politik sendiri tanpa koordinasi dan tanpa izin dengan Presidennya. Ini, denger-denger, membuat marah dan kecewa kelompok kubu Presiden Prabowo, karena ya seperti tidak dihargai gitu.”",26/12/2024,,,0,0,0,0,https://turnbackhoax.id/2024/12/26/salah-prabowo-marah-karena-gibran-bikin-program-lapor-mas-wapres,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2024/12/wm-prabowo-marah-ada-program-lapor-mas-wapres-678x381.png
349,03/12/2024,Ada Nomor WhatsApp untuk Terima Rice Cooker dari Pemerintah,SALAH,Twitter,"“Yang belum dapat MEGICOM GRATIS dari pemerintah balas “SAYA_MAU” kirim ke WA ini. WA: 0823-3659-8393. Biar langsung saya proses.”
“BANTUAN GRATIS”",03/12/2024,,,0,0,0,0,https://turnbackhoax.id/2024/12/03/salah-ada-nomor-whatsapp-untuk-terima-rice-cooker-dari-pemerintah,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2024/12/wm-mafindo-Hibah-Rice-Cooker-dari-Kementerian-ESDM-melalui-WhatsApp-678x381.png
350,31/12/2024,Gus Miftah Bernama Asli Ta’im dan Bukan Keturunan Kiai,SALAH,Twitter,"“Sdh kalrifikasi blm? Dia aslinya namanya Ta’im bkn Gus Miftah. Dia bkn anak kiai, tp anak pekerja serabutan dr Lampung. Klarifikasi gak kalau dia dulu kuliah di UIN Sunan Kalijogo Jogja gak lulus. Dulu Marbot di Masjid Mergangsan Kidul dibantu bnyk warga krn hidup susah.”",31/12/2024,,,0,0,0,0,https://turnbackhoax.id/2024/12/31/salah-gus-miftah-bernama-asli-taim-dan-bukan-keturunan-kiai,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2024/12/WhatsApp-Image-2024-12-31-at-11.07.23-678x381.jpeg
