id,source,source_type,title,text,full_content,date,post_date,category,flag,social_media,label,label_text,verification_status,confidence_score,image_path,thumbnail_url,post_url,archive_url,blog_url,views,likes,comments,shares,verification_process,conclusion,fact_checker,has_local_image,image_file_name,image_file_size_mb,image_download_status
515,turnbackhoax,fact_check,Pembangunan IKN Mangkrak dan Merugi,Jangankan IKN gedung segini aja mangkrak hasil karya mulyono.,Pembangunan IKN Mangkrak dan Merugi. Jangankan IKN gedung segini aja mangkrak hasil karya mulyono.. ,13/12/2024,13/12/2024,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\515\thumbnail.png,https://turnbackhoax.id/wp-content/uploads/2024/12/image-2024-12-04T155431.009-398x381.png,https://turnbackhoax.id/2024/12/13/salah-pembangunan-ikn-mangkrak-dan-merugi,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.png,0.15860271453857422,success
516,turnbackhoax,fact_check,Pendaftaran Loker Mayora Group Lewat WhatsApp,"“Info lowongan pekerjaan PT.MAYORA INDAH.
Dibutuhkan karyawan Wanita/pria Lowongan kerja seluruh Indonesia  untuk pendaftaran Tampa biaya apapun .
Serius lansung daftarkan diri anda sekarang”","Pendaftaran Loker Mayora Group Lewat WhatsApp. “Info lowongan pekerjaan PT.MAYORA INDAH.
Dibutuhkan karyawan Wanita/pria Lowongan kerja seluruh Indonesia  untuk pendaftaran Tampa biaya apapun .
Serius lansung daftarkan diri anda sekarang”. ",27/12/2024,27/12/2024,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\516\thumbnail.png,https://turnbackhoax.id/wp-content/uploads/2024/12/Screenshot-2024-12-27-194003-495x381.png,https://turnbackhoax.id/2024/12/27/penipuan-pendaftaran-loker-mayora-group-lewat-whatsapp,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.png,0.30524539947509766,success
517,turnbackhoax,fact_check,Video “Anies Diusir karena Pakai Masjid Jadi Tempat Berpolitik”,“Detik detik ANIES & HABIB diusir warga karena menggunakan Masjid sebagai Tempat Berpolitik”,Video “Anies Diusir karena Pakai Masjid Jadi Tempat Berpolitik”. “Detik detik ANIES & HABIB diusir warga karena menggunakan Masjid sebagai Tempat Berpolitik”. ,18/03/2025,18/03/2025,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\517\thumbnail.png,https://turnbackhoax.id/wp-content/uploads/2025/03/Vania_Misleading-Content-HEADER-Light-Background-2-678x381.png,https://turnbackhoax.id/2025/03/18/salah-video-anies-diusir-karena-pakai-masjid-jadi-tempat-berpolitik,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.png,0.15015411376953125,success
518,turnbackhoax,fact_check,"Dokumentasi “Mobil Hanyut di Gowa, Sulawesi Selatan”","“banjir di malino mobil hanyut terbawa arus #banjir #banjirbandang #malino #gowa #sulsel”
“Mobil Hanyut daerah Kab. Gowa, perjalanan ke Malino,.. sungguh terlalu nekat yg lain sdh pada berenti, Innalillaho Wainnailahi Rojiun”","Dokumentasi “Mobil Hanyut di Gowa, Sulawesi Selatan”. “banjir di malino mobil hanyut terbawa arus #banjir #banjirbandang #malino #gowa #sulsel”
“Mobil Hanyut daerah Kab. Gowa, perjalanan ke Malino,.. sungguh terlalu nekat yg lain sdh pada berenti, Innalillaho Wainnailahi Rojiun”. ",30/12/2024,30/12/2024,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\518\thumbnail.png,https://turnbackhoax.id/wp-content/uploads/2024/12/wm-mobil-hanyut-678x381.png,https://turnbackhoax.id/2024/12/30/salah-dokumentasi-mobil-hanyut-di-gowa-sulawesi-selatan,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.png,0.30531787872314453,success
519,turnbackhoax,fact_check,Pejabat Korupsi di China Dihukum Mati saat Rapat,"Inilah di china
Seorang pejabat korupsi dijemput paksa untuk dihukum mati walaupun sedang meeting","Pejabat Korupsi di China Dihukum Mati saat Rapat. Inilah di china
Seorang pejabat korupsi dijemput paksa untuk dihukum mati walaupun sedang meeting. ",21/04/2025,21/04/2025,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\519\thumbnail.png,https://turnbackhoax.id/wp-content/uploads/2025/04/HEADER-Dark-Background-21-678x381.png,https://turnbackhoax.id/2025/04/21/salah-pejabat-korupsi-di-china-dihukum-mati-saat-rapat,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.png,0.10663795471191406,success
520,turnbackhoax,fact_check,Lowongan Kerja di PT Elnusa dari “lokerindonesia_id,"Lowongan Pekerjaan
POSISI LOWONGAN: Hcga Manager Area, Senior Legal, Costumer Servis, Civil Engineer, Staf Legal, Account Manager Area, Administration Support Staff, Sales, Engineer Product Service, Staf Analisis Keuangan, Staf Pajak, Staf Pengadaan & Logistik, Pelaksana Proyek, Quality Control, Lead Engineering, Technician, Drafter Civil, Material Man, Hse, Mechanic Technician, Project Manager
Syarat Umum: Tunjangan, Pria/Wanita, Usia minimal 21 tahun, Pendidikan minimal, SMA D3 S1, Fresh Graduated Di.Persilahkan, Integritas & loyalitas baik.
Gaji Rp. 9.000.000 – Rp 15.000.000, BPJS kesehatan dan BPJS ketenagakerjaan, Kesehatan dan keselamatan kerja, Bonus Akhir Tahun, Makanan dan Minuman, untuk sekali, setiap shift
PENDAFTARAN SILAHKAN KLIK LINK DI BIO","Lowongan Kerja di PT Elnusa dari “lokerindonesia_id. Lowongan Pekerjaan
POSISI LOWONGAN: Hcga Manager Area, Senior Legal, Costumer Servis, Civil Engineer, Staf Legal, Account Manager Area, Administration Support Staff, Sales, Engineer Product Service, Staf Analisis Keuangan, Staf Pajak, Staf Pengadaan & Logistik, Pelaksana Proyek, Quality Control, Lead Engineering, Technician, Drafter Civil, Material Man, Hse, Mechanic Technician, Project Manager
Syarat Umum: Tunjangan, Pria/Wanita, Usia minimal 21 tahun, Pendidikan minimal, SMA D3 S1, Fresh Graduated Di.Persilahkan, Integritas & loyalitas baik.
Gaji Rp. 9.000.000 – Rp 15.000.000, BPJS kesehatan dan BPJS ketenagakerjaan, Kesehatan dan keselamatan kerja, Bonus Akhir Tahun, Makanan dan Minuman, untuk sekali, setiap shift
PENDAFTARAN SILAHKAN KLIK LINK DI BIO. ",07/11/2024,07/11/2024,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\520\thumbnail.jpg,https://turnbackhoax.id/wp-content/uploads/2024/11/1000088076-678x381.jpg,https://turnbackhoax.id/2024/11/07/penipuan-lowongan-kerja-di-pt-elnusa-dari-lokerindonesia_id,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.jpg,0.043974876403808594,success
521,turnbackhoax,fact_check,Ribuan Warga Selandia Baru Masuk Islam,"Madyaa’Allaah, ribuan warga Selandia Baru / New Zealand, belajar Islam sebelum mengucap Syahadat","Ribuan Warga Selandia Baru Masuk Islam. Madyaa’Allaah, ribuan warga Selandia Baru / New Zealand, belajar Islam sebelum mengucap Syahadat. ",30/01/2025,30/01/2025,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\521\thumbnail.png,https://turnbackhoax.id/wp-content/uploads/2025/01/HEADER-Dark-Background-1-1-678x381.png,https://turnbackhoax.id/2025/01/30/salah-ribuan-warga-selandia-baru-masuk-islam,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.png,0.12073230743408203,success
522,turnbackhoax,fact_check,India Ancam Indonesia Agar Tidak Ikut Campur Urusan India-Pakistan,Ind14 4ncam 1ndonesi4.#vidiofyp #reelsfb #viralfb #jangkauanluas#semuaorang#reelviral #fyp#nkri#trending#reelfyp#fatherhood#fatherfigure#indonesiakaya#fridaymotivation#updatenusantara,India Ancam Indonesia Agar Tidak Ikut Campur Urusan India-Pakistan. Ind14 4ncam 1ndonesi4.#vidiofyp #reelsfb #viralfb #jangkauanluas#semuaorang#reelviral #fyp#nkri#trending#reelfyp#fatherhood#fatherfigure#indonesiakaya#fridaymotivation#updatenusantara. ,08/07/2025,08/07/2025,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\522\thumbnail.png,https://turnbackhoax.id/wp-content/uploads/2025/07/Copy-of-4.-Fabricated-Content_20250708_115211_0000-678x381.png,https://turnbackhoax.id/2025/07/08/salah-india-mengancam-indonesia-agar-tidak-ikut-campur-urusan-india-pakistan,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.png,0.24153804779052734,success
523,turnbackhoax,fact_check,IDI Rilis 19 Minuman Mengandung Aspartame Penyebab Pengerasan Otak,"“
Kenali RACUN INI!*
Tolong disebar luas kan
Mohon ijin info Ikatan Dokter Indonesia (IDI), menginformasikan bahwa saat ini sedang ada wabah  Pengerasan Otak (Kanker Otak), Diabetes dan Pengerasan Sumsum Tulang Belakang (Mematikan sumsum tulang belakang).
Untuk itu, hindarilah minuman sbb:
👉1. Extra Joss,
👉2. M-150,
👉3. Kopi Susu Gelas (Granita),
👉4. Kiranti,
👉5. Krating Daeng,
👉6. Hemaviton,
👉7. Neo Hemaviton,
👉8. Marimas,”","IDI Rilis 19 Minuman Mengandung Aspartame Penyebab Pengerasan Otak. “
Kenali RACUN INI!*
Tolong disebar luas kan
Mohon ijin info Ikatan Dokter Indonesia (IDI), menginformasikan bahwa saat ini sedang ada wabah  Pengerasan Otak (Kanker Otak), Diabetes dan Pengerasan Sumsum Tulang Belakang (Mematikan sumsum tulang belakang).
Untuk itu, hindarilah minuman sbb:
👉1. Extra Joss,
👉2. M-150,
👉3. Kopi Susu Gelas (Granita),
👉4. Kiranti,
👉5. Krating Daeng,
👉6. Hemaviton,
👉7. Neo Hemaviton,
👉8. Marimas,”. ",05/05/2025,05/05/2025,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\523\thumbnail.png,https://turnbackhoax.id/wp-content/uploads/2025/05/HEADER-Dark-Background-21-678x381.png,https://turnbackhoax.id/2025/05/05/salah-idi-rilis-19-minuman-mengandung-aspartame-penyebab-pengerasan-otak,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.png,0.11467933654785156,success
524,turnbackhoax,fact_check,Foto Antrean WNA Terjebak di Bandara Soekarno-Hatta,"“Rame2 Para Bule Tinggalka RI,,,.
Kecemasan Para Bule Terjebak Tidak Bisa Keluar RI”","Foto Antrean WNA Terjebak di Bandara Soekarno-Hatta. “Rame2 Para Bule Tinggalka RI,,,.
Kecemasan Para Bule Terjebak Tidak Bisa Keluar RI”. ",02/09/2025,02/09/2025,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\524\thumbnail.png,https://turnbackhoax.id/wp-content/uploads/2025/09/HEADER-Dark-Background-678x381.png,https://turnbackhoax.id/2025/09/02/salah-foto-antrean-wna-terjebak-di-bandara-soekarno-hatta,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.png,0.20652294158935547,success
525,turnbackhoax,fact_check,Lowongan Kerja PT Sinar Sosro,"“Lowongan Kerja PT Sinar Sosro
Posisi
Kepala Gudang Administration Staff Administration Supervisor
DLL.
Persyaratan:
Pendidikan minimal SMA/SMK sederajat Mampu memimpin tim, jujur, dan teliti Mampu mengoperasikan komputer dan program Microsoft Office
untuk informasi lebih lanjut dan cara melamar SILAKAN KLIK LINK DAFTAR :”","Lowongan Kerja PT Sinar Sosro. “Lowongan Kerja PT Sinar Sosro
Posisi
Kepala Gudang Administration Staff Administration Supervisor
DLL.
Persyaratan:
Pendidikan minimal SMA/SMK sederajat Mampu memimpin tim, jujur, dan teliti Mampu mengoperasikan komputer dan program Microsoft Office
untuk informasi lebih lanjut dan cara melamar SILAKAN KLIK LINK DAFTAR :”. ",08/12/2024,08/12/2024,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\525\thumbnail.jpg,https://turnbackhoax.id/wp-content/uploads/2024/12/WhatsApp-Image-2024-12-08-at-20.14.47-678x381.jpeg,https://turnbackhoax.id/2024/12/08/penipuan-lowongan-kerja-pt-sinar-sosro,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.jpg,0.03580284118652344,success
526,turnbackhoax,fact_check,"Dokumentasi “Polisi Turun Tangan, Larang Ormas Bentangkan Bendera Merah Putih di Jembatan PIK”","“Polisi Turun Tangan Larangan Ormas Bentangkan Bendera Merah Putih Di Jembatan PIK”
“DILARANG BENTANGKAN BENDERA MERAH PUTIH”","Dokumentasi “Polisi Turun Tangan, Larang Ormas Bentangkan Bendera Merah Putih di Jembatan PIK”. “Polisi Turun Tangan Larangan Ormas Bentangkan Bendera Merah Putih Di Jembatan PIK”
“DILARANG BENTANGKAN BENDERA MERAH PUTIH”. ",15/02/2025,15/02/2025,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\526\thumbnail.png,https://turnbackhoax.id/wp-content/uploads/2025/02/HEADER-Dark-Background-6-678x381.png,https://turnbackhoax.id/2025/02/15/salah-dokumentasi-polisi-turun-tangan-larang-ormas-bentangkan-bendera-merah-putih-di-jembatan-pik,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.png,0.12164688110351562,success
527,turnbackhoax,fact_check,"Vaksin mRNA, TBC, dan Malaria Disebarkan Lewat Udara","“Berita Terkini: Inisiatif Kesejahteraan Global Diluncurkan. Pengiriman Vaksin mRNA melalui Udara Telah Dimulai! Dengan bangga melindungi Anda dari virus masa depan, hari ini. Pilot Chemtrail merasa terhormat dapat menghadirkan masa depan kesehatan publik langsung kepada Anda tanpa perlu membuat janji temu dan tanpa perlu persetujuan. Bernapaslah dalam-dalam dan percayalah pada prosesnya. Efek samping bersifat rahasia. Kebebasan bersifat opsional. Kepatuhan wajib.”","Vaksin mRNA, TBC, dan Malaria Disebarkan Lewat Udara. “Berita Terkini: Inisiatif Kesejahteraan Global Diluncurkan. Pengiriman Vaksin mRNA melalui Udara Telah Dimulai! Dengan bangga melindungi Anda dari virus masa depan, hari ini. Pilot Chemtrail merasa terhormat dapat menghadirkan masa depan kesehatan publik langsung kepada Anda tanpa perlu membuat janji temu dan tanpa perlu persetujuan. Bernapaslah dalam-dalam dan percayalah pada prosesnya. Efek samping bersifat rahasia. Kebebasan bersifat opsional. Kepatuhan wajib.”. ",23/05/2025,23/05/2025,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\527\thumbnail.png,https://turnbackhoax.id/wp-content/uploads/2025/05/header-vaksin-disebar-melalui-udara-678x381.png,https://turnbackhoax.id/2025/05/23/salah-vaksin-mrna-tbc-dan-malaria-disebarkan-lewat-udara,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.png,0.14252948760986328,success
528,turnbackhoax,fact_check,Tautan Lowongan Kerja Alfamart,"“Dibutuhkan karyawan Alfamart
Gaji Rp3,8jt perbulan
Ijazah tidak diperlukan kan
Usia minimal 18-40 tahun
Laki laki dan perempuan”","Tautan Lowongan Kerja Alfamart. “Dibutuhkan karyawan Alfamart
Gaji Rp3,8jt perbulan
Ijazah tidak diperlukan kan
Usia minimal 18-40 tahun
Laki laki dan perempuan”. ",20/04/2025,20/04/2025,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\528\thumbnail.png,https://turnbackhoax.id/wp-content/uploads/2025/04/Vania_Impostor-Konten-HEADER-Light-Background-1-678x381.png,https://turnbackhoax.id/2025/04/20/penipuan-tautan-lowongan-kerja-alfamart,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.png,0.1850605010986328,success
529,turnbackhoax,fact_check,TNI Membunuh 1.200 Tentara Israel,"Israel Pupus Harapan Hampir Seribu Tentara Lenyap dalam Tragedi Gaza Selatan
TNI membunuh 1200 tentara israel dalam 24 jam dibantu rusia","TNI Membunuh 1.200 Tentara Israel. Israel Pupus Harapan Hampir Seribu Tentara Lenyap dalam Tragedi Gaza Selatan
TNI membunuh 1200 tentara israel dalam 24 jam dibantu rusia. ",23/05/2025,23/05/2025,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\529\thumbnail.png,https://turnbackhoax.id/wp-content/uploads/2025/05/3.-Header-TNI-1200-678x381.png,https://turnbackhoax.id/2025/05/23/salah-tni-membunuh-1-200-tentara-israel,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.png,0.13727855682373047,success
530,turnbackhoax,fact_check,Apple Mau Investasi ke RI kalau Seluruh Pekerjanya Warga AS,"“Fakta Sejarah:
Apple perusahaan Amerika ingin berinvestasi di Indonesia, Tapi dengan syarat tidak bayar pajak selama 50 tahun, Dan hanya ingin mempekerjakan warga Amerika.
Boom! Prabowo Subianto menentang dan melarang Apple menjual Iphone 16 di Indonesia karena sangat merugikan Negara.
Berita ini menjadi sorotan Media Luar, Dan di semua E-Commerce sudah memberikan Notifikasi atas pelarangan tersebut.
Perwira delta Force saja ditampar hingga tersungkur, Apalagi hanya sekelas perusahaan Apple.”","Apple Mau Investasi ke RI kalau Seluruh Pekerjanya Warga AS. “Fakta Sejarah:
Apple perusahaan Amerika ingin berinvestasi di Indonesia, Tapi dengan syarat tidak bayar pajak selama 50 tahun, Dan hanya ingin mempekerjakan warga Amerika.
Boom! Prabowo Subianto menentang dan melarang Apple menjual Iphone 16 di Indonesia karena sangat merugikan Negara.
Berita ini menjadi sorotan Media Luar, Dan di semua E-Commerce sudah memberikan Notifikasi atas pelarangan tersebut.
Perwira delta Force saja ditampar hingga tersungkur, Apalagi hanya sekelas perusahaan Apple.”. ",07/12/2024,07/12/2024,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\530\thumbnail.jpg,https://turnbackhoax.id/wp-content/uploads/2024/12/6244453166859010852-678x381.jpg,https://turnbackhoax.id/2024/12/07/salah-apple-mau-investasi-ke-ri-kalau-seluruh-pekerjanya-warga-as,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.jpg,0.05361366271972656,success
531,turnbackhoax,fact_check,Tautan Lowongan Pekerjaan Shopee Express,"“TELAH DIBUKA LOWONGAN KERJA SHOPEE EXPRESS DISELURUH INDONESIA
TERSEDIA BANYAK LOKASI PENEMPATAN DAN AKAN DITEMPATKAN DIWILAYAH MASING MASING
PERSYARATAN DAFTAR :
Laki-Laki Dan Perempuan
Usia minimal 18 Tahun
Terbuka untuk jurusan apapun
Lulusan Baru Dipersilahkan Melamar
Memiliki Komunikasi Yang Baik
Mampu bekerja secara mandiri maupun dalam bentuk tim
Bersedia WFO dan ditempatkan di wilayah sesuai domisi”","Tautan Lowongan Pekerjaan Shopee Express. “TELAH DIBUKA LOWONGAN KERJA SHOPEE EXPRESS DISELURUH INDONESIA
TERSEDIA BANYAK LOKASI PENEMPATAN DAN AKAN DITEMPATKAN DIWILAYAH MASING MASING
PERSYARATAN DAFTAR :
Laki-Laki Dan Perempuan
Usia minimal 18 Tahun
Terbuka untuk jurusan apapun
Lulusan Baru Dipersilahkan Melamar
Memiliki Komunikasi Yang Baik
Mampu bekerja secara mandiri maupun dalam bentuk tim
Bersedia WFO dan ditempatkan di wilayah sesuai domisi”. ",09/12/2024,09/12/2024,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\531\thumbnail.jpg,https://turnbackhoax.id/wp-content/uploads/2024/12/9-678x381.jpg,https://turnbackhoax.id/2024/12/09/penipuan-tautan-lowongan-pekerjaan-shopee-express,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.jpg,0.05147075653076172,success
532,turnbackhoax,fact_check,TNI-Polri Berhasil Bongkar Bisnis Minyak Ilegal Ahmad Sahroni,"“Crazy rich Priok
Tim Anggota Tni Dan Polri Berhasil Membongkar Praktek Bisnis Minyak Ilegal Ahmad Sahroni, Dari Investivigasi Awal “Kerugian Negara Mencapai Puluhan Triliun Rupiah” Bisnis Haram Tersebut Tidak Terendus Aparat Selama 7 Tahun.”","TNI-Polri Berhasil Bongkar Bisnis Minyak Ilegal Ahmad Sahroni. “Crazy rich Priok
Tim Anggota Tni Dan Polri Berhasil Membongkar Praktek Bisnis Minyak Ilegal Ahmad Sahroni, Dari Investivigasi Awal “Kerugian Negara Mencapai Puluhan Triliun Rupiah” Bisnis Haram Tersebut Tidak Terendus Aparat Selama 7 Tahun.”. ",10/09/2025,10/09/2025,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\532\thumbnail.png,https://turnbackhoax.id/wp-content/uploads/2025/09/HEADER-Dark-Background-40-678x381.png,https://turnbackhoax.id/2025/09/10/salah-tni-polri-berhasil-bongkar-bisnis-minyak-ilegal-ahmad-sahroni,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.png,0.28406238555908203,success
533,turnbackhoax,fact_check,Video “Dosen Unair Disidang Pidana Usai Suruh Mahasiswa Berdemo”,“Dosen BEM unair juga menjalani sidang pidana karena menyuruh mahasewa untuk demo #dosen BEM unair juga menjalani sidang pidana karena menyuruh mahasewa untuk demo @Tiktok”,Video “Dosen Unair Disidang Pidana Usai Suruh Mahasiswa Berdemo”. “Dosen BEM unair juga menjalani sidang pidana karena menyuruh mahasewa untuk demo #dosen BEM unair juga menjalani sidang pidana karena menyuruh mahasewa untuk demo @Tiktok”. ,13/03/2025,13/03/2025,,SALAH,TikTok,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\533\thumbnail.png,https://turnbackhoax.id/wp-content/uploads/2025/03/Vania_Misleading-Content-HEADER-Light-Background-678x381.png,https://turnbackhoax.id/2025/03/13/salah-video-dosen-unair-disidang-pidana-usai-suruh-mahasiswa-berdemo,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.png,0.16075801849365234,success
534,turnbackhoax,fact_check,Penghasilan Pekerja Seks Komersial Bakal Kena Pajak,"“PARAH! PSK PUN JADI ASET NEGARA!
Mulyani Mulyani benar-benar dah
ngitung pajaknya gimana coba?
Apa akan di tungguin pas ngamar berapa jumlah nasabahnya kali HET wilayahnya di bagi seper sekian persen yg harus di BAYAR ke NEGARA?
Psk yg dah bayar pajak sekalian stempel pusernya ye 😵‍💫
PEJABAT SINTING, rakyat di buat nangis dan ketawa”","Penghasilan Pekerja Seks Komersial Bakal Kena Pajak. “PARAH! PSK PUN JADI ASET NEGARA!
Mulyani Mulyani benar-benar dah
ngitung pajaknya gimana coba?
Apa akan di tungguin pas ngamar berapa jumlah nasabahnya kali HET wilayahnya di bagi seper sekian persen yg harus di BAYAR ke NEGARA?
Psk yg dah bayar pajak sekalian stempel pusernya ye 😵‍💫
PEJABAT SINTING, rakyat di buat nangis dan ketawa”. ",25/08/2025,25/08/2025,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\534\thumbnail.png,https://turnbackhoax.id/wp-content/uploads/2025/08/HEADER-Dark-Background-19-678x381.png,https://turnbackhoax.id/2025/08/25/salah-penghasilan-pekerja-seks-komersial-bakal-kena-pajak,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.png,0.2283487319946289,success
535,turnbackhoax,fact_check,Presiden Prabowo Umumkan Bansos Tahap Tiga Resmi Cair 7 Juta Setiap NIK,"“Saya umumkan kepada masyarakat di Indonesia bahwa bantuan sosial tahap 3 telah resmi saya cairkan. Setiap NIK KTP berisi 7 juta rupiah. Bagi yang belum terima, segera verifikasi data diri melalui online..”
Selain itu, Video tersebut disertai Takarir:
INFO PENTING HARI INI
Rp 7 Juta per NIK KTP
Segera Cek Disini","Presiden Prabowo Umumkan Bansos Tahap Tiga Resmi Cair 7 Juta Setiap NIK. “Saya umumkan kepada masyarakat di Indonesia bahwa bantuan sosial tahap 3 telah resmi saya cairkan. Setiap NIK KTP berisi 7 juta rupiah. Bagi yang belum terima, segera verifikasi data diri melalui online..”
Selain itu, Video tersebut disertai Takarir:
INFO PENTING HARI INI
Rp 7 Juta per NIK KTP
Segera Cek Disini. ",10/09/2025,10/09/2025,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\535\thumbnail.png,https://turnbackhoax.id/wp-content/uploads/2025/09/HEADER-Light-Background-1-1-678x381.png,https://turnbackhoax.id/2025/09/10/penipuan-presiden-prabowo-umumkan-bansos-tahap-tiga-resmi-cair-7-juta-setiap-nik,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.png,0.2676877975463867,success
536,turnbackhoax,fact_check,Penunggak Pajak Dilarang Beli BBM oleh Pertamina,“PERATURAN BARU ‼️ Pajak Mati Dilarang Isi Bensin ‼️ Warga Telat Bayar Motor tidak Boleh isi Bensin di SPBU plus di Permalukan Pakai Pengeras Suara. Ayo Gess Segera Bayar Pajak Biar duitnya bisa dikorupsi sama pejabat”,Penunggak Pajak Dilarang Beli BBM oleh Pertamina. “PERATURAN BARU ‼️ Pajak Mati Dilarang Isi Bensin ‼️ Warga Telat Bayar Motor tidak Boleh isi Bensin di SPBU plus di Permalukan Pakai Pengeras Suara. Ayo Gess Segera Bayar Pajak Biar duitnya bisa dikorupsi sama pejabat”. ,14/10/2024,14/10/2024,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\536\thumbnail.jpg,https://turnbackhoax.id/wp-content/uploads/2024/10/IMG_6714-678x381.jpeg,https://turnbackhoax.id/2024/10/14/salah-penunggak-pajak-dilarang-beli-bbm-oleh-pertamina,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.jpg,0.046380043029785156,success
537,turnbackhoax,fact_check,Iran Memindahkan Rudal Supersonik untuk Persiapan Menyerang Israel,Iran memindahkan rudal supersonik ke tempat peluncuran utk persiapan menyerang Israel… aullohuakbar.. takbiir,Iran Memindahkan Rudal Supersonik untuk Persiapan Menyerang Israel. Iran memindahkan rudal supersonik ke tempat peluncuran utk persiapan menyerang Israel… aullohuakbar.. takbiir. ,24/02/2025,24/02/2025,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\537\thumbnail.png,https://turnbackhoax.id/wp-content/uploads/2025/02/Salinan-dari-5.-False-Context-678x381.png,https://turnbackhoax.id/2025/02/24/salah-iran-memindahkan-rudal-supersonik-untuk-persiapan-menyerang-israel,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.png,0.10216331481933594,success
538,turnbackhoax,fact_check,Tautan Pendaftaran Lowongan Kerja di Brunei Darussalam,“Bagi yang mau daftar langsung ke bio”,Tautan Pendaftaran Lowongan Kerja di Brunei Darussalam. “Bagi yang mau daftar langsung ke bio”. ,10/01/2025,10/01/2025,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\538\thumbnail.jpg,https://turnbackhoax.id/wp-content/uploads/2025/01/WhatsApp-Image-2025-01-10-at-21.46.34-2-678x381.jpeg,https://turnbackhoax.id/2025/01/10/penipuan-tautan-pendaftaran-lowongan-kerja-di-brunei-darussalam,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.jpg,0.03275585174560547,success
